EstName,PhoneNoEst,EMail,OWNER,MailAddr1,MailAddr2,MailCity,MailZip,EstType1,Description,Location 1
CJ'S DELI & DINER,"2580 KEKAA DRIVE, SUITE 119",LAHAINA,(808)667-0968,,CJ'S DELI & DINER LLC,3846 LOWER HONOAPIILANI ROAD #13,96761,TAKE OUT (RESTAURANT),,"2580 KEKAA DRIVE, SUITE 119
LAHAINA, HAWAII 96761
(20.92571529184113, -156.69075421694083)"
JACK IN THE BOX #8208,875 KAPIOLANI BOULEVARD,HONOLULU,(808)593-8076,,SCANLAN MANAGEMENT LLC,"4510 SALT LAKE BOULEVARD, #D-14",96818,TAKE OUT (RESTAURANT),,"875 KAPIOLANI BOULEVARD
HONOLULU, HAWAII 96818
(21.299023866203584, -157.8528131771008)"
LILIHA LANAI COFFEE CART,2230 LILIHA STREET,HONOLULU,(808)547-6315,david.dickson@sodexo.com,"SODEXO MANAGEMENT, INC.",2230 LILIHA STREET,96817,HOSPITAL/MEDICAL FACILITIES (INSTITUTIONAL KITCHENS),,"2230 LILIHA STREET
HONOLULU, HAWAII 96817
(21.328521628764634, -157.8519498279527)"
YUMMY KOREAN BBQ,"930 VALKENBURGH STREET, #203",HONOLULU,,,"MJKIM, LLC","1019 WAIMANU STREET, #216",96814,TAKE OUT (RESTAURANT),,"930 VALKENBURGH STREET, #203
HONOLULU, HAWAII 96814
(21.343776924855927, -157.92813395368722)"
2GO TESORO #61072,356 HUKULII PLACE,KIHEI,(808)879-4947,,TESORO HAWAII CORP.,3450 SOUTH 344TH WAY SUITE 201,98001,GROCERY/MARKET (RETAIL FOODS),,"356 HUKULII PLACE
KIHEI, WASHINGTON 98001
(47.311189999818794, -122.26660000038959)"
K. YAMADA DISTRIBUTORS,2949 KOAPAKA STREET,HONOLULU,(808)836-3221,,"K. Y. D., INC.",2949 KOAPAKA STREET,96819,WAREHOUSE (FOOD WAREHOUSE/COLD STORAGE/REPACKING),,"2949 KOAPAKA STREET
HONOLULU, HAWAII 96819
(21.334613933897597, -157.90609846899824)"
WHALER'S GENERAL STORE #336,2040 KUHIO AVENUE,HONOLULU,(808)942-5118,,"FOOD PANTRY, LTD.","3536 HARDING AVENUE, #500",96816,GROCERY/MARKET (RETAIL FOODS),,"2040 KUHIO AVENUE
HONOLULU, HAWAII 96816
(21.283990757386583, -157.83129157444466)"
G24 SAMURAI SUSHI AND BENTO,300 RODGERS BOULEVARD,HONOLULU,(808)836-2566,,HOST HONOLULU JOINT VENTURE COMPANY,300 RODGERS BOULEVARD,96819,TAKE OUT (RESTAURANT),,"300 RODGERS BOULEVARD
HONOLULU, HAWAII 96819
(21.335604930654792, -157.91871398519555)"
BAKE SHOP,2605 KAANAPALI PARKWAY,LAHAINA,(808)661-0031,,"KYO-YA HOTELS & RESORTS, LP",2605 KAANAPALI PARKWAY,96761,LIMITED MENU (RESTRICTED/SPECIALIZED KITCHENS),,"2605 KAANAPALI PARKWAY
LAHAINA, HAWAII 96761
(20.926731525734226, -156.69338023726638)"
SUBWAY AIRPORT,3131 NORTH NIMITZ HIGHWAY,HONOLULU,,,"AIRPORT SUBWAY, INC.",3131 NORTH NIMITZ HIGHWAY,96819,TAKE OUT (RESTAURANT),,"3131 NORTH NIMITZ HIGHWAY
HONOLULU, HAWAII 96819
(21.3360939202513, -157.91004603104548)"
COFFEELINE CAMPUS COFFEEHOUSE,1820 UNIVERSITY AVENUE,HONOLULU,(808)778-7909,coffeeline@gmail.com,"LEGAL SPEED, INC.",1820 UNIVERSITY AVENUE,96822,SIT DOWN (RESTAURANT),,"1820 UNIVERSITY AVENUE
HONOLULU, HAWAII 96822
(21.299536479760263, -157.8212289874318)"
KAIJA'S KOOKIES,81-6596 MAMALAHOA HIGHWAY(CHRIS' BAKERY),KEALAKEKUA,,,KAIJA ITO,P.O. BOX 390036,96739,BAKERY (MANUFACTURERS/PROCESSORS),,"81-6596 MAMALAHOA HIGHWAY(CHRIS' BAKERY)
KEALAKEKUA, HAWAII 96739
(19.514086806181375, -155.92047384196022)"
HAIKU NORTHSHORE CAFÉ LUNCHWAGON,824 KOKOMO ROAD,HAIKU,,,"HAWAII PACIFIC MANAGEMENT GROUP, LLC",824 KOKOMO ROAD,96708,LUNCHWAGON (MOBILE FOOD ESTABLISHMENTS),,"824 KOKOMO ROAD
HAIKU, HAWAII 96708
(20.913582788666496, -156.323182889196)"
FAITH'S PLACE,85-859 FARRINGTON HIGHWAY,WAIANAE,(808)864-5534,,RICHARD T. TEIXEIRA,85-859 FARRINGTON HIGHWAY,96792,TAKE OUT (RESTAURANT),,"85-859 FARRINGTON HIGHWAY
WAIANAE, HAWAII 96792
(21.44547114400964, -158.18814391763763)"
NEW GENKI RAMEN,"95-1249 MEHEULA PARKWAY, #D-4",MILILANI,,,"LCL ENTERPRISES, INC.","95-1249 MEHEULA PARKWAY, #D-4",96789,SIT DOWN & TAKE OUT (RESTAURANT),,"95-1249 MEHEULA PARKWAY, #D-4
MILILANI, HAWAII 96789
(21.453248200399102, -158.00784762085445)"
LANAKILA DISTRICT PARK,1701 LANAKILA AVENUE,HONOLULU,(808)832-7820,,CITY AND COUNTY OF HONOLULU,1527 KEEAUMOKU STREET,96822,"SERVICE AREA, NO FOOD PREP (MEAL SITE) (RESTRICTED/SPECIALIZED KITCHENS)",,"1701 LANAKILA AVENUE
HONOLULU, HAWAII 96822
(21.327568347413546, -157.8606912380775)"
LITTLE CAESAR'S PIZZA EWA BEACH SHOPPING CENTER,"91-919 FORT WEAVER ROAD, #104A",EWA BEACH,(808)689-7587,,"LC SOUTHSEAS, LLC","91-919 FORT WEAVER ROAD, #104A",96706,TAKE OUT (RESTAURANT),,"91-919 FORT WEAVER ROAD, #104A
EWA BEACH, HAWAII 96706
(21.317352049160718, -158.01342309831352)"
ALOHA ISLAND MART KAHALA #1017,4339 WAIALAE AVENUE,HONOLULU,(808)733-7680,,"ALOHA PETROLEUM, LTD.","1132 BISHOP STREET, #1700",96813,GROCERY/MARKET (RETAIL FOODS),,"4339 WAIALAE AVENUE
HONOLULU, HAWAII 96813
(21.27824053410643, -157.78427584524786)"
ZIPPY'S PEARLRIDGE,98-180 KAMEHAMEHA HIGHWAY,AIEA,,,"FCH ENTERPRISES, INC.",1765 SOUTH KING STREET,96826,TAKE OUT (RESTAURANT),,"98-180 KAMEHAMEHA HIGHWAY
AIEA, HAWAII 96826
(21.381644654899606, -157.94197715228134)"
SIMPLY SCRUMPTIOUS,94-144 FARRINGTON HIGHWAY,WAIPAHU,(808)678-0355,,CASSANDRA K. SAKANE,91-1056 OPAEHUNA STREET,96706,FROZEN DESSERT DISPENSER (RESTRICTED/SPECIALIZED KITCHENS),,"94-144 FARRINGTON HIGHWAY
WAIPAHU, HAWAII 96706
(21.378757757321296, -158.02176880674543)"
BANYAN BREEZE COFFEE CO.,"201 OHUA AVENUE, #102",HONOLULU,(808)923-3733,,"BANYAN BREEZE, LLC",847 PUUOMAO STREET,96825,TAKE OUT (RESTAURANT),,"201 OHUA AVENUE, #102
HONOLULU, HAWAII 96825
(21.274904049377767, -157.82149878404059)"
KSMC - KANA'IAUPUNI,275 A'APUEO PARKWAY,MAKAWAO,(808)572-3135,,K.S. BERNICE PAUAHI BISHOP ESTATE,260 A'APUEO PARKWAY,96768,"SERVICE AREA, LIMITED PREP (RESTRICTED/SPECIALIZED KITCHENS)",,"275 A'APUEO PARKWAY
MAKAWAO, HAWAII 96768
(20.822968800457875, -156.33558455900047)"
"BIG COUNTRY BAR AND GRILL, LLC","41-1537 KALANIANAOLE HIGHWAY, #8",WAIMANALO,(808)259-5020,,"BIG COUNTRY BAR AND GRILL, LLC","41-1537 KALANIANAOLE HIGHWAY, #8",96795,LIQUOR DISPENSERS (LIQUOR),,"41-1537 KALANIANAOLE HIGHWAY, #8
WAIMANALO, HAWAII 96795
(21.347964971038095, -157.72159309980566)"
ALYSSANDRA'S LUMPIA EXPRESS (DISPLAY),4561 SALT LAKE BOULEVARD,HONOLULU,(808)389-1522,lumpia2xpress@yahoo.com,ALYSSANDRA'S LUMPIA EXPRESS CORP.,94-1125 AWALUA STREET,96797,CART (MOBILE FOOD ESTABLISHMENTS),,"4561 SALT LAKE BOULEVARD
HONOLULU, HAWAII 96797
(21.365303899762978, -157.92906669196518)"
"SINAMAR CAFE, LUNCHWAGON & CATERING, LP","415 NORTH KING STREET, #4",HONOLULU,,,"SINAMAR CAFE, LUNCHWAGON & CATERING, LP","415 NORTH KING STREET, #4",96817,LUNCHWAGON (MOBILE FOOD ESTABLISHMENTS),,"415 NORTH KING STREET, #4
HONOLULU, HAWAII 96817
(21.316862487882474, -157.86435962829034)"
SING HING MARKET #2,"145 NORTH KING STREET, STALL #27",HONOLULU,,,CHI KONG KO,"145 NORTH KING STREET, STALL #27",96817,POTENTIALLY HAZARDOUS FOOD MANUFACTURER (MANUFACTURERS/PROCESSORS),,"145 NORTH KING STREET, STALL #27
HONOLULU, HAWAII 96817
(21.31272054070979, -157.8641536278903)"
HANA LUNCH PLACE,1117 UNION MALL,HONOLULU,,,CLARITA H. MANZANO,1117 UNION MALL,96813,TAKE OUT (RESTAURANT),,"1117 UNION MALL
HONOLULU, HAWAII 96813
(21.309626872929016, -157.8604214414687)"
TROPICAL GOURMET FOODS,400 HOOKAHI STREET SUITE 103,WAILUKU,(808)575-2680,AMYSALSAWOMAN@YAHOO.COM,TROPICAL GOURMET FOODS LLC,P O BOX 502,96708,PHF MANUFACTURER (MANUFATURERS/PROCESSORS),,"400 HOOKAHI STREET SUITE 103
WAILUKU, HAWAII 96708
(20.905129810590495, -156.486401272223)"
AFC SUSHI @SAFEWAY 1222,1221 HONOAPIILANI HIGHWAY,LAHAINA,(808)667-4392,,ADVANCED FRESH CONCEPTS FRANCHISE CORP.,19205 SOUTH LAUREL PARK ROAD,90220,PHF MANUFACTURER (MANUFATURERS/PROCESSORS),,"1221 HONOAPIILANI HIGHWAY
LAHAINA, CALIFORNIA 90220
(33.88538999964891, -118.23503999999588)"
"A'S DISTRIBUTION, INC.",94-059 LEOKANE STREET,WAIPAHU,(808)226-4842,gjtj4@aol.com,"A'S DISTRIBUTION, INC.",94-059 LEOKANE STREET,96797,WAREHOUSE (FOOD WAREHOUSE/COLD STORAGE/REPACKING),,"94-059 LEOKANE STREET
WAIPAHU, HAWAII 96797
(21.37426435498697, -158.02185726415894)"
HAWAII KAI CHURCH EARLY LEARNING CENTER,265 LUNALILO HOME ROAD,HONOLULU,(808)395-7854,,HAWAII KAI CHURCH EARLY LEARNING CENTER,265 LUNALILO HOME ROAD,96825,SCHOOLS (INSTITUTIONAL KITCHENS),,"265 LUNALILO HOME ROAD
HONOLULU, HAWAII 96825
(21.27805167648029, -157.7033008897297)"
"TIMES SUPER MARKET, LTD. #4",45-934 KAMEHAMEHA HIGHWAY,KANEOHE,(808)233-4622,,"QSI, INC.","3375 KOAPAKA STREET, #D-108",96819,SUPERMARKET WITH DELI/READY TO EAT FOODS (RETAIL FOODS),,"45-934 KAMEHAMEHA HIGHWAY
KANEOHE, HAWAII 96819
(21.341000000150075, -157.88068000028164)"
HAZ BEANZ COFFEE HOUSE,113 BALDWIN AVENUE,PAIA,(808)268-0149,JCASTLEBERRY@CLEARWIRE.NET,JENNIFER L. CASTLEBERRY,666 PILI LOKO STREET,96779,LIMITED MENU (RESTRICTED/SPECIALIZED KITCHENS),,"113 BALDWIN AVENUE
PAIA, HAWAII 96779
(20.913834946138202, -156.37893274079497)"
KEAAU ELEMENTARY SCHOOL,16-680 KEAAU-PAHOA ROAD,KEAAU,(808)982-4207,,DEPARTMENT OF EDUCATION,16-680 KEAAU-PAHOA ROAD,96749,SCHOOLS (INSTITUTIONAL KITCHENS),,"16-680 KEAAU-PAHOA ROAD
KEAAU, HAWAII 96749
(19.613181769738674, -155.0345178016805)"
"LIBBY MANAPUA SHOP, INC.",410 KALIHI STREET,HONOLULU,,,"LIBBY MANAPUA SHOP, INC.",410 KALIHI STREET,96819,TAKE OUT (RESTAURANT),,"410 KALIHI STREET
HONOLULU, HAWAII 96819
(21.325391988102638, -157.88107886848172)"
HULA HALI,16-203 WILIAMA PLACE,KEAAU,(808)982-8330,,"HULA HALI, LLC",P.O. BOX 848,96778,NUT & NUT PRODUCTS (MANUFACTURERS/PROCESSORS),,"16-203 WILIAMA PLACE
KEAAU, HAWAII 96778
(19.637874280013857, -155.04446157566306)"
LUNG FUNG RESTAURANT,5724 KALANIANAOLE HIGHWAY,HONOLULU,(808)377-5555,,"PACIFIC YI FAT GROUP, LTD.",5724 KALANIANAOLE HIGHWAY,96821,SIT DOWN (RESTAURANT),,"5724 KALANIANAOLE HIGHWAY
HONOLULU, HAWAII 96821
(21.281909767986008, -157.73543366583658)"
GOLDEN POND LIQUOR & SUNDRIES,444 NIU AVENUE,HONOLULU,,,YOUNG L. LEE,444 NIU AVENUE,96815,GROCERY/MARKET (RETAIL FOODS),,"444 NIU AVENUE
HONOLULU, HAWAII 96815
(21.28673013406302, -157.8325424585604)"
ICHIBAN EXPRESS (COMMISSARY),1625 KAPIOLANI BOULEVARD,HONOLULU,(626)391-1512,,DONG HYOK KIM,"1750 KALAKAUA AVENUE, #201-3322",96825,COMMISSARY (MASS FEEDING/SUPPORT KITCHENS),,"1625 KAPIOLANI BOULEVARD
HONOLULU, HAWAII 96825
(21.2915518027191, -157.83914234164126)"
E MALAMA I NA KEIKI O LANAI,751 FRASER AVENUE,LANAI CITY,(808)565-6266,,E MALAMA I NA KEIKI O LANAI PRESCHOOL/LANAI UNION CHURCH,P. O. BOX 630327,96763,DAY CARE/PRESCHOOL (INSTITUTIONAL KITCHENS),,"751 FRASER AVENUE
LANAI CITY, HAWAII 96763
(20.824631495747838, -156.92107958186486)"
BA LE SANDWICH,"377 KEAHOLE STREET, #104",HONOLULU,,,THANH HOA HUYNH,"377 KEAHOLE STREET, #104",96825,TAKE OUT (RESTAURANT),,"377 KEAHOLE STREET, #104
HONOLULU, HAWAII 96825
(21.285210279833507, -157.7090925235984)"
YIL MI JUNG RESTAURANT,409 SEASIDE AVENUE,HONOLULU,(808)922-7798,,"INHA, LLC",409 SEASIDE AVENUE,96815,SIT DOWN (RESTAURANT),,"409 SEASIDE AVENUE
HONOLULU, HAWAII 96815
(21.280414173274508, -157.82679003887046)"
CENTRAL MAUI ICE,1790 MILL STREET UNIT D,WAILUKU,(808)357-6782,,"CENTRAL MAUI ICE, LLC",1790 MILL STREET UNIT D,96793,NON-PHF MANUFACTURER (MANUFACTURERS/PROCESSORS),,"1790 MILL STREET UNIT D
WAILUKU, HAWAII 96793
(20.89209863438589, -156.49991808232338)"
PHO TWIN BENTO,"900 FORT STREET MALL, #105",HONOLULU,,,"MAI TAI, INC.","900 FORT STREET MALL, #105",96813,TAKE OUT (RESTAURANT),,"900 FORT STREET MALL, #105
HONOLULU, HAWAII 96813
(21.309024327169368, -157.86246290247522)"
SEOUL BBQ,410 CALIFORNIA AVENUE,WAHIAWA,(808)621-8999,roly@naver.com,WOON KYOUNG KIM,410 CALIFORNIA AVENUE,96786,SIT DOWN (RESTAURANT),,"410 CALIFORNIA AVENUE
WAHIAWA, HAWAII 96786
(21.495793050968285, -158.03024493405124)"
KAMEHAMEHA KALIHI PALAMA PRESCHOOL,1850 MAKUAKANE STREET,HONOLULU,,,KAMEHAMEHA SCHOOL BISHOP ESTATE,1850 MAKUAKANE STREET,96817,"SERVICE AREA, LIMITED PREP (RESTRICTED/SPECIALIZED KITCHENS)",,"1850 MAKUAKANE STREET
HONOLULU, HAWAII 96817
(21.339049166279658, -157.86631812910002)"
MAE MAE ELEMENTARY SCHOOL,319 WYLIE STREET,HONOLULU,(808)595-2973,,DEPARTMENT OF EDUCATION,319 WYLIE STREET,96817,SCHOOLS (INSTITUTIONAL KITCHENS),,"319 WYLIE STREET
HONOLULU, HAWAII 96817
(21.32901625588073, -157.84727335340034)"
LOCAL BOY SNACK SHOP - CART #4,1945 SOUTH KIHEI ROAD UNIT C & D,KIHEI,(808)344-9779,,CHRISTOPHER LEWIS,624 FRONT STREET,96761,CART (MOBILE FOOD ESTABLISHMENTS),,"1945 SOUTH KIHEI ROAD UNIT C &amp; D
KIHEI, HAWAII 96761
(20.92039999976032, -156.6749199996581)"
KAWANANAKOA MIDDLE SCHOOL,49 FUNCHAL STREET,HONOLULU,,,DEPARTMENT OF EDUCATION,49 FUNCHAL STREET,96813,SCHOOLS (INSTITUTIONAL KITCHENS),,"49 FUNCHAL STREET
HONOLULU, HAWAII 96813
(21.32005900846889, -157.8511494313466)"
PEARL'S KOREAN BBQ,98-1005 MOANALUA ROAD,AIEA,,,"MPH8, LLC","1019 WAIMANU STREET, #216",96814,TAKE OUT (RESTAURANT),,"98-1005 MOANALUA ROAD
AIEA, HAWAII 96814
(21.385934347115153, -157.94082083088813)"
VINH THINH MARKET,190 NORTH KING STREET,HONOLULU,(808)585-8671,,THUY N. CHAU,190 NORTH KING STREET,96817,GROCERY/MARKET (RETAIL FOODS),,"190 NORTH KING STREET
HONOLULU, HAWAII 96817
(21.313392979900687, -157.8641904170448)"
TAMURA'S WHOLESALE OUTLET,1001 CALIFORNIA AVENUE,WAHIAWA,(808)621-1860,,"TAMURA ENTERPRISES, INC.",1001 CALIFORNIA AVENUE,96786,WAREHOUSE (FOOD WAREHOUSE/COLD STORAGE/REPACKING),,"1001 CALIFORNIA AVENUE
WAHIAWA, HAWAII 96786
(21.498106783829712, -158.02441281351156)"
MAUKA CHINESE CUISINE / NEW GENKI RAMEN II,"95-1840 MEHEULA PARKWAY, #1-2",MILILANI,,,"MWL ENTERPRISES, INC.","95-1840 MEHEULA PARKWAY, #1-2",96789,SIT DOWN & TAKE OUT (RESTAURANT),,"95-1840 MEHEULA PARKWAY, #1-2
MILILANI, HAWAII 96789
(21.46736782348439, -158.00140417507637)"
MAUI HILLSIDE,1495 LOWER MAIN STREET,WAILUKU,(808)244-2224,,MID PAC PETROLEUM LLC,1100 ALAKEA STREET 8TH FLOOR,96813,GROCERY/MARKET (RETAIL FOODS),,"1495 LOWER MAIN STREET
WAILUKU, HAWAII 96813
(20.89396023098658, -156.4940994687938)"
ST. THERESA PRESCHOOL,8311 KAUMUALII HIGHWAY,KEKAHA,(808)337-1351,,ROMAN CATHOLIC DIOCESE OF HONOLULU,P.O. BOX 277,96752,"SERVICE AREA, NO FOOD PREP (MEAL SITE)",,"8311 KAUMUALII HIGHWAY
KEKAHA, HAWAII 96752
(21.972852595575315, -159.73147628371515)"
BAKED ON MAUI,237 WEST KUIAHA ROAD #37,HAIKU,(808)575-7836,,TRICIA YOUNG,P O BOX 791687,96779,TAKE OUT (RESTAURANT),,"237 WEST KUIAHA ROAD #37
HAIKU, HAWAII 96779
(20.913539999971192, -156.38028999968358)"
BEBOT'S FAST FOOD RESTAURANT,94-871 WAIPAHU STREET,WAIPAHU,,,MICHAEL A. CRUZ,92-7029 ELELE STREET,96707,LUNCHWAGON (MOBILE FOOD ESTABLISHMENTS),,"94-871 WAIPAHU STREET
WAIPAHU, HAWAII 96707
(21.342720000327915, -158.08328999973355)"
ANGEL'S FILIPINO RESTAURANT,94-226 LEOKU STREET,WAIPAHU,(808)306-6826,,BELINDA T. ELLIS,94-1027 KAMIKI STREET,96797,LUNCHWAGON (MOBILE FOOD ESTABLISHMENTS),,"94-226 LEOKU STREET
WAIPAHU, HAWAII 96797
(21.379117486133055, -158.0240710711404)"
"BREAD OF LIFE, THE",1138 BISHOP STREET,HONOLULU,(808)545-2265,,"THE BREAD OF LIFE, INC.",46-310 HOAUNA STREET,96744,GROCERY/MARKET (RETAIL FOODS),,"1138 BISHOP STREET
HONOLULU, HAWAII 96744
(21.310141649882972, -157.85931962642405)"
CENTERPLATE,100 HANAUMA BAY ROAD,HONOLULU,,,"VOLUME SERVICES, INC.",P O BOX 1000,96701,TAKE OUT (RESTAURANT),,"100 HANAUMA BAY ROAD
HONOLULU, HAWAII 96701
(21.27407157201899, -157.69625196314365)"
SUBWAY AINA HAINA,"820 WEST HIND DRIVE, #105",HONOLULU,(808)377-1108,,SUZY S. CHUNG & CHIN CHUNG,"820 WEST HIND DRIVE, #105",96821,TAKE OUT (RESTAURANT),,"820 WEST HIND DRIVE, #105
HONOLULU, HAWAII 96821
(21.27851033071522, -157.75522774370148)"
BISTRO GREEN PAPAYA,"555 NORTH KING STREET, #108",HONOLULU,(808)841-6988,,"MAXSELL FOOD, INC.","555 NORTH KING STREET, #108",96817,SIT DOWN (RESTAURANT),,"555 NORTH KING STREET, #108
HONOLULU, HAWAII 96817
(21.31867802705862, -157.86499112897621)"
TROPICAL HAWAIIAN SHAVE ICE - CART,6925 MAKENA ROAD,KIHEI,(808)870-0214,,SHARLENE ALLENCASTRE,6925 MAKENA ROAD,96753,CART (MOBILE FOOD ESTABLISHMENTS),,"6925 MAKENA ROAD
KIHEI, HAWAII 96753
(20.62701447302942, -156.44300898430927)"
LE CREPE CAFÉ #2,2740 EAST MANOA ROAD,HONOLULU,,,DIANA M. RUIZ,3248 HERBERT STREET,96815,CART (MOBILE FOOD ESTABLISHMENTS),,"2740 EAST MANOA ROAD
HONOLULU, HAWAII 96815
(21.30848767489033, -157.81290930399882)"
GOLDEN COIN FIESTA PAVILION/ G.C. BAKESHOP & RESTAURANT,94-459 PUKO STREET,WAIPAHU,,,GU INDUSTRIAL & BUSINESS CORPORATION,"1833 NORTH KING STREET, 2ND FLOOR",96819,SIT DOWN & TAKE OUT (RESTAURANT),,"94-459 PUKO STREET
WAIPAHU, HAWAII 96819
(21.389279825064136, -158.00680408817786)"
ALEJANDRO'S TACOS & BURRITOS,2570 KALAKAUA AVENUE,HONOLULU,(626)392-2935,,"MULTI-LATIN FOODS, L.L.C.","2211 ALA WAI BOULEVARD, #2809",96815,COMMISSARY (MASS FEEDING/SUPPORT KITCHENS),,"2570 KALAKAUA AVENUE
HONOLULU, HAWAII 96815
(21.272182268340764, -157.8230276986982)"
I`IWI TODDLER CENTER,4160 LOWER KULA ROAD,KULA,(808)878-2511,JOCELYN@WALDORFMAUI.ORG,HALEAKALA WALDORF SCHOOL,4160 LOWER KULA ROAD,96790,DAY CARE/PRESCHOOL (INSTITUTIONAL KITCHENS),,"4160 LOWER KULA ROAD
KULA, HAWAII 96790
(20.765429126559013, -156.32603416795823)"
FOODLAND SUPER MARKET #9,1089 WAIMANO HOME ROAD,PEARL CITY,(808)453-1850,,"FOODLAND SUPER MARKET, LTD.","3536 HARDING AVENUE, #100",96816,SUPERMARKET WITH DELI/READY TO EAT FOODS (RETAIL FOODS),,"1089 WAIMANO HOME ROAD
PEARL CITY, HAWAII 96816
(21.395784539992782, -157.96938115930317)"
100% HAWAIIAN (COMMISSARY),626 NORTH KING STREET,HONOLULU,(808)382-9898,kknamuo@msn.com,100% HAWAIIAN LLC,PO BOX 700094,96709,CATERING (MASS FEEDING/SUPPORT KITCHENS),,"626 NORTH KING STREET
HONOLULU, HAWAII 96709
(21.31946545592956, -157.8654576448328)"
ELENA'S HOME OF FINEST FILIPINO FOOD,"94-866 MOLOALO STREET, #D4A",WAIPAHU,,,"MMR, LLC.","94-866 MOLOALO STREET, #D4A",96797,SIT DOWN & TAKE OUT (RESTAURANT),,"94-866 MOLOALO STREET, #D4A
WAIPAHU, HAWAII 96797
(21.38457637085088, -158.00254130175898)"
AGNES' BAKE SHOP,46 HOOLAI STREET,KAILUA,(808)262-5307,,"DEMELLO & SORLI ENTERPRISES, INC.",46 HOOLAI STREET,96734,COMBINATION POTENTIALLY HAZARDOUS FOOD & NON-POTENTIALLY HAZARDOUS FOOD MANUFACTURERS (MANUFACTURERS/PROCESSORS),,"46 HOOLAI STREET
KAILUA, HAWAII 96734
(21.39509843859372, -157.7452092962951)"
TIMES SUPER MARKET - MILILANI,95-1249 MEHEULA PARKWAY,MILILANI,(808)546-7166,,"QSI, INC.","3375 KOAPAKA STREET, #D108",96819,GROCERY/MARKET (RETAIL FOODS),,"95-1249 MEHEULA PARKWAY
MILILANI, HAWAII 96819
(21.453248200399102, -158.00784762085445)"
KO HYANG DUEK JIP,720G MOOWAA STREET,HONOLULU,(808)845-8879,,KIM YOUNG HAE,720G MOOWAA STREET,96817,POTENTIALLY HAZARDOUS FOOD MANUFACTURER (MANUFACTURERS/PROCESSORS),,"720G MOOWAA STREET
HONOLULU, HAWAII 96817
(21.324429713531288, -157.87320980072533)"
CHAMPA THAI RESTAURANT,98-199 KAMEHAMEHA HIGHWAY,AIEA,,,PHANPHENGDY CORP.,98-199 KAMEHAMEHA HIGHWAY,96701,SIT DOWN (RESTAURANT),,"98-199 KAMEHAMEHA HIGHWAY
AIEA, HAWAII 96701
(21.381086333632997, -157.94140519574427)"
"LOW INTERNATIONAL FOOD, INC.",222 KILAUEA AVENUE,HILO,(808)969-6652,,"LOW INTERNATIONAL FOOD, INC.",222 KILAUEA AVENUE,96720,SIT DOWN & TAKE OUT (RESTAURANT),,"222 KILAUEA AVENUE
HILO, HAWAII 96720
(19.72174792511578, -155.08503272006627)"
"CHA CHA CHA #2, INC.",342 SEASIDE AVENUE,HONOLULU,(808)923-7797,,ROBERT GODAIRE,342 SEASIDE AVENUE,96815,SIT DOWN (RESTAURANT),,"342 SEASIDE AVENUE
HONOLULU, HAWAII 96815
(21.279697435793935, -157.8276411535007)"
ROSELANI PLACE,88 SOUTH PAPA AVENUE,KAHULUI,(808)871-7720,,"ALA LANI ASSISTED LIVING, LLC",88 SOUTH PAPA AVENUE,96732,DAY CARE/PRESCHOOL (INSTITUTIONAL KITCHENS),,"88 SOUTH PAPA AVENUE
KAHULUI, HAWAII 96732
(20.88659478356658, -156.48454866884262)"
"MAUI CHEMICAL & PAPER PRODUCTS, INC.",875 ALUA STREET,WAILUKU,(808)244-7311,,"MAUI CHEMICAL & PAPER PRODUCTS, INC.",875 ALUA STREET,96793,WAREHOUSE (FOOD WAREHOUSE/WHOLESALING),,"875 ALUA STREET
WAILUKU, HAWAII 96793
(20.90296244449985, -156.48876648916004)"
"HOKULAKI SENIOR LIVING, LLC",45-217A WILLIAM HENRY ROAD,KANEOHE,(808)235-8388,,"HOKULAKI SENIOR LIVING, LLC",45-217A WILLIAM HENRY ROAD,96744,HOSPITAL/MEDICAL FACILITIES (INSTITUTIONAL KITCHENS),,"45-217A WILLIAM HENRY ROAD
KANEOHE, HAWAII 96744
(21.417338991302532, -157.79393383924398)"
BLOCKBUSTER VIDEO #91612,26 HOOLAI STREET,KAILUA,,,"BLOCKBUSTER, INC.",P O BOX 8009,75070,GROCERY/MARKET (RETAIL FOODS),,"26 HOOLAI STREET
KAILUA, TEXAS 75070
(33.17558999967889, -96.69862000021271)"
BLAZIN STEAKS,1450 ALA MOANA BOULEVARD,HONOLULU,,,"RICHARD S. CRAFT, JR.",572-A NORTH KALAHEO AVENUE,96734,TAKE OUT (RESTAURANT),,"1450 ALA MOANA BOULEVARD
HONOLULU, HAWAII 96734
(21.289311188287115, -157.8421921839348)"
BA-LE SANDWICH & BAKERY,1221 HONOAPIILANI HIGHWAY,LAHAINA,(808)661-5566,,PHUONG VU NGUYEN,1221 HONOAPIILANI HIGHWAY,96761,TAKE OUT (RESTAURANT),,"1221 HONOAPIILANI HIGHWAY
LAHAINA, HAWAII 96761
(20.887161356445063, -156.68302004748884)"
BASIL TOMATOES ITALIAN GRILLE,2780 KEKAA DRIVE,LAHAINA,(808)661-3162,,APPLE ANNIE'S HILO INC.,P O BOX 10519,96761,SIT DOWN (RESTAURANT),,"2780 KEKAA DRIVE
LAHAINA, HAWAII 96761
(20.9329818138379, -156.69139273558164)"
